symbol,start_time_utc8,end_time_utc8,direction,spike_size_pips,duration_minutes,candle_count,opposing_candles,elbow_type
XAUUSD,2026-01-30 02:23:00+08:00,2026-01-30 02:32:00+08:00,bull,7378.0,10,10,1,Single
XAUUSD,2026-01-30 02:33:00+08:00,2026-01-30 02:41:00+08:00,bear,6583.0,9,9,3,Double
XAUUSD,2026-01-30 02:42:00+08:00,2026-01-30 02:48:00+08:00,bear,2811.0,7,7,3,Double
XAUUSD,2026-01-30 02:49:00+08:00,2026-01-30 02:52:00+08:00,bull,3943.0,4,4,3,Double
XAUUSD,2026-01-30 02:53:00+08:00,2026-01-30 03:02:00+08:00,bull,6969.0,10,10,3,Double
XAUUSD,2026-01-30 03:03:00+08:00,2026-01-30 03:12:00+08:00,bull,2611.0,10,10,3,Double
XAUUSD,2026-01-30 03:13:00+08:00,2026-01-30 03:24:00+08:00,bull,6460.0,12,12,3,Double
XAUUSD,2026-01-30 03:25:00+08:00,2026-01-30 03:31:00+08:00,bull,3723.0,7,7,2,Double
XAUUSD,2026-01-30 03:32:00+08:00,2026-01-30 03:39:00+08:00,bull,3591.0,8,8,3,Double
XAUUSD,2026-01-30 03:40:00+08:00,2026-01-30 03:47:00+08:00,bear,2868.0,8,8,2,Double
XAUUSD,2026-01-30 03:48:00+08:00,2026-01-30 03:51:00+08:00,bull,2998.0,4,4,3,Double
XAUUSD,2026-01-30 03:52:00+08:00,2026-01-30 03:59:00+08:00,bear,2954.0,8,8,3,Double
XAUUSD,2026-01-30 04:00:00+08:00,2026-01-30 04:05:00+08:00,bull,1901.0,6,6,3,Double
XAUUSD,2026-01-30 04:06:00+08:00,2026-01-30 04:10:00+08:00,bull,2405.0,5,5,3,Double
XAUUSD,2026-01-30 04:11:00+08:00,2026-01-30 04:16:00+08:00,bull,1638.0,6,6,3,Double
XAUUSD,2026-01-30 04:17:00+08:00,2026-01-30 04:20:00+08:00,bull,1043.0,4,4,3,Double
XAUUSD,2026-01-30 04:21:00+08:00,2026-01-30 04:25:00+08:00,bear,3241.0,5,5,0,None
XAUUSD,2026-01-30 04:27:00+08:00,2026-01-30 04:30:00+08:00,bear,2769.0,4,4,3,Double
XAUUSD,2026-01-30 04:31:00+08:00,2026-01-30 04:34:00+08:00,bull,3076.0,4,4,0,None
XAUUSD,2026-01-30 04:35:00+08:00,2026-01-30 04:44:00+08:00,bear,2443.0,10,10,3,Double
XAUUSD,2026-01-30 04:46:00+08:00,2026-01-30 04:54:00+08:00,bull,2053.0,9,9,3,Double
XAUUSD,2026-01-30 04:55:00+08:00,2026-01-30 05:03:00+08:00,bear,3097.0,9,9,2,Double
XAUUSD,2026-01-30 05:04:00+08:00,2026-01-30 05:12:00+08:00,bear,3440.0,9,9,3,Double
XAUUSD,2026-01-30 05:13:00+08:00,2026-01-30 05:17:00+08:00,bear,2298.0,5,5,3,Double
XAUUSD,2026-01-30 05:18:00+08:00,2026-01-30 05:25:00+08:00,bear,2449.0,8,8,3,Double
XAUUSD,2026-01-30 05:26:00+08:00,2026-01-30 05:31:00+08:00,bull,3303.0,6,6,3,Double
XAUUSD,2026-01-30 05:32:00+08:00,2026-01-30 05:39:00+08:00,bull,3495.0,8,8,3,Double
XAUUSD,2026-01-30 05:40:00+08:00,2026-01-30 05:45:00+08:00,bear,2205.0,6,6,3,Double
XAUUSD,2026-01-30 05:46:00+08:00,2026-01-30 05:57:00+08:00,bear,2606.0,12,12,2,Double
XAUUSD,2026-01-30 05:58:00+08:00,2026-01-30 06:01:00+08:00,bull,2297.0,4,4,3,Double
XAUUSD,2026-01-30 06:02:00+08:00,2026-01-30 06:06:00+08:00,bear,2114.0,5,5,3,Double
XAUUSD,2026-01-30 06:07:00+08:00,2026-01-30 06:11:00+08:00,bear,1847.0,5,5,2,Double
XAUUSD,2026-01-30 06:12:00+08:00,2026-01-30 06:18:00+08:00,bear,1766.0,7,7,3,Double
XAUUSD,2026-01-30 06:19:00+08:00,2026-01-30 06:25:00+08:00,bull,2002.0,7,7,3,Double
XAUUSD,2026-01-30 06:26:00+08:00,2026-01-30 06:33:00+08:00,bear,1499.0,8,8,2,Double
XAUUSD,2026-01-30 06:34:00+08:00,2026-01-30 06:44:00+08:00,bull,4723.0,11,11,3,Double
XAUUSD,2026-01-30 06:45:00+08:00,2026-01-30 06:53:00+08:00,bull,4607.0,9,9,2,Double
XAUUSD,2026-01-30 06:54:00+08:00,2026-01-30 07:00:00+08:00,bear,1911.0,7,7,3,Double
XAUUSD,2026-01-30 07:01:00+08:00,2026-01-30 07:05:00+08:00,bull,1157.0,5,5,3,Double
XAUUSD,2026-01-30 07:06:00+08:00,2026-01-30 07:14:00+08:00,bear,1560.0,9,9,3,Double
XAUUSD,2026-01-30 07:15:00+08:00,2026-01-30 07:18:00+08:00,bear,1124.0,4,4,3,Double
XAUUSD,2026-01-30 07:19:00+08:00,2026-01-30 07:25:00+08:00,bear,1826.0,7,7,3,Double
XAUUSD,2026-01-30 07:26:00+08:00,2026-01-30 07:30:00+08:00,bull,2373.0,5,5,3,Double
XAUUSD,2026-01-30 07:31:00+08:00,2026-01-30 07:39:00+08:00,bear,1662.0,9,9,3,Double
XAUUSD,2026-01-30 07:40:00+08:00,2026-01-30 07:49:00+08:00,bear,2358.0,10,10,3,Double
XAUUSD,2026-01-30 07:50:00+08:00,2026-01-30 07:57:00+08:00,bear,2122.0,8,8,3,Double
XAUUSD,2026-01-30 07:58:00+08:00,2026-01-30 07:59:00+08:00,bear,865.0,2,2,1,Single
XAUUSD,2026-01-30 09:01:00+08:00,2026-01-30 09:10:00+08:00,bull,5326.0,10,10,3,Double
XAUUSD,2026-01-30 09:11:00+08:00,2026-01-30 09:19:00+08:00,bear,4745.0,9,9,2,Double
XAUUSD,2026-01-30 09:24:00+08:00,2026-01-30 09:27:00+08:00,bear,2319.0,4,4,3,Double
XAUUSD,2026-01-30 09:28:00+08:00,2026-01-30 09:33:00+08:00,bear,2003.0,6,6,3,Double
XAUUSD,2026-01-30 09:34:00+08:00,2026-01-30 09:43:00+08:00,bull,1729.0,10,10,2,Double
XAUUSD,2026-01-30 09:44:00+08:00,2026-01-30 09:55:00+08:00,bull,1951.0,12,12,3,Double
XAUUSD,2026-01-30 09:56:00+08:00,2026-01-30 10:03:00+08:00,bull,1254.0,8,8,3,Double
XAUUSD,2026-01-30 10:04:00+08:00,2026-01-30 10:10:00+08:00,bear,1621.0,7,7,3,Double
XAUUSD,2026-01-30 10:11:00+08:00,2026-01-30 10:18:00+08:00,bear,1225.0,8,8,3,Double
XAUUSD,2026-01-30 10:19:00+08:00,2026-01-30 10:31:00+08:00,bear,3735.0,13,13,3,Double
XAUUSD,2026-01-30 10:32:00+08:00,2026-01-30 10:39:00+08:00,bull,2020.0,8,8,3,Double
XAUUSD,2026-01-30 10:40:00+08:00,2026-01-30 10:48:00+08:00,bear,3592.0,9,9,3,Double
XAUUSD,2026-01-30 10:49:00+08:00,2026-01-30 10:53:00+08:00,bear,1352.0,5,5,3,Double
XAUUSD,2026-01-30 10:54:00+08:00,2026-01-30 10:58:00+08:00,bull,1683.0,5,5,3,Double
XAUUSD,2026-01-30 10:59:00+08:00,2026-01-30 11:04:00+08:00,bull,3251.0,6,6,3,Double
XAUUSD,2026-01-30 11:05:00+08:00,2026-01-30 11:15:00+08:00,bear,9218.0,11,11,3,Double
XAUUSD,2026-01-30 11:16:00+08:00,2026-01-30 11:22:00+08:00,bull,3263.0,7,7,3,Double
XAUUSD,2026-01-30 11:23:00+08:00,2026-01-30 11:29:00+08:00,bull,2743.0,7,7,3,Double
XAUUSD,2026-01-30 11:30:00+08:00,2026-01-30 11:33:00+08:00,bear,2279.0,4,4,3,Double
XAUUSD,2026-01-30 11:34:00+08:00,2026-01-30 11:38:00+08:00,bull,1881.0,5,5,3,Double
XAUUSD,2026-01-30 11:39:00+08:00,2026-01-30 11:47:00+08:00,bear,3898.0,9,9,3,Double
XAUUSD,2026-01-30 11:48:00+08:00,2026-01-30 11:51:00+08:00,bear,2769.0,4,4,3,Double
XAUUSD,2026-01-30 11:52:00+08:00,2026-01-30 12:06:00+08:00,bear,6570.0,15,15,3,Double
XAUUSD,2026-01-30 12:07:00+08:00,2026-01-30 12:17:00+08:00,bear,13110.0,11,11,1,Single
XAUUSD,2026-01-30 12:18:00+08:00,2026-01-30 12:24:00+08:00,bear,8453.0,7,7,3,Double
XAUUSD,2026-01-30 12:25:00+08:00,2026-01-30 12:29:00+08:00,bull,4624.0,5,5,1,Single
XAUUSD,2026-01-30 12:31:00+08:00,2026-01-30 12:36:00+08:00,bear,5540.0,6,6,3,Double
XAUUSD,2026-01-30 12:37:00+08:00,2026-01-30 12:46:00+08:00,bull,4015.0,10,10,3,Double
XAUUSD,2026-01-30 12:47:00+08:00,2026-01-30 12:52:00+08:00,bull,2366.0,6,6,1,Single
XAUUSD,2026-01-30 12:53:00+08:00,2026-01-30 12:59:00+08:00,bear,3463.0,7,7,3,Double
XAUUSD,2026-01-30 13:00:00+08:00,2026-01-30 13:07:00+08:00,bear,4740.0,8,8,3,Double
XAUUSD,2026-01-30 13:08:00+08:00,2026-01-30 13:17:00+08:00,bear,4104.0,10,10,3,Double
XAUUSD,2026-01-30 13:19:00+08:00,2026-01-30 13:24:00+08:00,bear,2453.0,6,6,3,Double
XAUUSD,2026-01-30 13:25:00+08:00,2026-01-30 13:28:00+08:00,bull,1561.0,4,4,3,Double
XAUUSD,2026-01-30 13:29:00+08:00,2026-01-30 13:33:00+08:00,bull,2766.0,5,5,3,Double
XAUUSD,2026-01-30 13:34:00+08:00,2026-01-30 13:42:00+08:00,bear,3505.0,9,9,3,Double
XAUUSD,2026-01-30 13:43:00+08:00,2026-01-30 13:47:00+08:00,bear,2180.0,5,5,3,Double
XAUUSD,2026-01-30 13:48:00+08:00,2026-01-30 13:52:00+08:00,bear,1866.0,5,5,3,Double
XAUUSD,2026-01-30 13:53:00+08:00,2026-01-30 14:03:00+08:00,bull,5728.0,11,11,3,Double
XAUUSD,2026-01-30 14:04:00+08:00,2026-01-30 14:07:00+08:00,bear,1587.0,4,4,3,Double
XAUUSD,2026-01-30 14:08:00+08:00,2026-01-30 14:15:00+08:00,bear,2009.0,8,8,3,Double
XAUUSD,2026-01-30 14:16:00+08:00,2026-01-30 14:20:00+08:00,bull,1117.0,5,5,3,Double
XAUUSD,2026-01-30 14:21:00+08:00,2026-01-30 14:30:00+08:00,bear,2418.0,10,10,3,Double
XAUUSD,2026-01-30 14:31:00+08:00,2026-01-30 14:37:00+08:00,bear,1667.0,7,7,3,Double
XAUUSD,2026-01-30 14:38:00+08:00,2026-01-30 14:42:00+08:00,bull,1658.0,5,5,3,Double
XAUUSD,2026-01-30 14:43:00+08:00,2026-01-30 14:48:00+08:00,bear,1601.0,6,6,3,Double
XAUUSD,2026-01-30 14:49:00+08:00,2026-01-30 14:55:00+08:00,bear,1175.0,7,7,3,Double
XAUUSD,2026-01-30 14:56:00+08:00,2026-01-30 15:02:00+08:00,bear,1050.0,7,7,3,Double
XAUUSD,2026-01-30 15:03:00+08:00,2026-01-30 15:11:00+08:00,bear,1346.0,9,9,3,Double
XAUUSD,2026-01-30 15:12:00+08:00,2026-01-30 15:15:00+08:00,bear,2499.0,4,4,3,Double
XAUUSD,2026-01-30 15:16:00+08:00,2026-01-30 15:23:00+08:00,bull,1202.0,8,8,3,Double
XAUUSD,2026-01-30 15:24:00+08:00,2026-01-30 15:32:00+08:00,bear,2356.0,9,9,3,Double
XAUUSD,2026-01-30 15:33:00+08:00,2026-01-30 15:39:00+08:00,bull,2669.0,7,7,3,Double
XAUUSD,2026-01-30 15:40:00+08:00,2026-01-30 15:44:00+08:00,bull,1075.0,5,5,3,Double
XAUUSD,2026-01-30 15:45:00+08:00,2026-01-30 16:00:00+08:00,bear,5550.0,16,16,3,Double
XAUUSD,2026-01-30 16:01:00+08:00,2026-01-30 16:06:00+08:00,bull,1798.0,6,6,3,Double
XAUUSD,2026-01-30 16:07:00+08:00,2026-01-30 16:10:00+08:00,bear,3114.0,4,4,3,Double
XAUUSD,2026-01-30 16:11:00+08:00,2026-01-30 16:18:00+08:00,bear,4082.0,8,8,3,Double
XAUUSD,2026-01-30 16:19:00+08:00,2026-01-30 16:26:00+08:00,bull,3119.0,8,8,3,Double
XAUUSD,2026-01-30 16:27:00+08:00,2026-01-30 16:31:00+08:00,bull,3185.0,5,5,3,Double
XAUUSD,2026-01-30 16:32:00+08:00,2026-01-30 16:40:00+08:00,bull,2715.0,9,9,3,Double
XAUUSD,2026-01-30 16:41:00+08:00,2026-01-30 16:48:00+08:00,bear,2199.0,8,8,3,Double
XAUUSD,2026-01-30 16:50:00+08:00,2026-01-30 16:58:00+08:00,bear,2324.0,9,9,3,Double
XAUUSD,2026-01-30 16:59:00+08:00,2026-01-30 17:14:00+08:00,bull,6204.0,16,16,3,Double
XAUUSD,2026-01-30 17:15:00+08:00,2026-01-30 17:20:00+08:00,bear,1624.0,6,6,3,Double
XAUUSD,2026-01-30 17:21:00+08:00,2026-01-30 17:28:00+08:00,bull,1237.0,8,8,3,Double
XAUUSD,2026-01-30 17:29:00+08:00,2026-01-30 17:38:00+08:00,bear,6372.0,10,10,3,Double
XAUUSD,2026-01-30 17:39:00+08:00,2026-01-30 17:47:00+08:00,bull,2441.0,9,9,3,Double
XAUUSD,2026-01-30 17:48:00+08:00,2026-01-30 17:52:00+08:00,bear,2085.0,5,5,3,Double
XAUUSD,2026-01-30 17:53:00+08:00,2026-01-30 17:58:00+08:00,bear,2584.0,6,6,3,Double
XAUUSD,2026-01-30 17:59:00+08:00,2026-01-30 18:03:00+08:00,bull,2516.0,5,5,3,Double
XAUUSD,2026-01-30 18:04:00+08:00,2026-01-30 18:07:00+08:00,bull,2930.0,4,4,3,Double
XAUUSD,2026-01-30 18:08:00+08:00,2026-01-30 18:14:00+08:00,bear,2077.0,7,7,3,Double
XAUUSD,2026-01-30 18:15:00+08:00,2026-01-30 18:19:00+08:00,bear,2744.0,5,5,3,Double
XAUUSD,2026-01-30 18:20:00+08:00,2026-01-30 18:23:00+08:00,bear,2125.0,4,4,3,Double
XAUUSD,2026-01-30 18:24:00+08:00,2026-01-30 18:34:00+08:00,bear,11266.0,11,11,3,Double
XAUUSD,2026-01-30 18:35:00+08:00,2026-01-30 18:38:00+08:00,bear,4160.0,4,4,3,Double
XAUUSD,2026-01-30 18:39:00+08:00,2026-01-30 18:45:00+08:00,bull,3081.0,7,7,3,Double
XAUUSD,2026-01-30 18:46:00+08:00,2026-01-30 18:54:00+08:00,bull,3433.0,9,9,3,Double
XAUUSD,2026-01-30 18:55:00+08:00,2026-01-30 19:01:00+08:00,bull,2104.0,7,7,3,Double
XAUUSD,2026-01-30 19:02:00+08:00,2026-01-30 19:06:00+08:00,bull,4509.0,5,5,3,Double
XAUUSD,2026-01-30 19:07:00+08:00,2026-01-30 19:11:00+08:00,bear,3411.0,5,5,0,None
XAUUSD,2026-01-30 19:12:00+08:00,2026-01-30 19:16:00+08:00,bear,5462.0,5,5,1,Single
XAUUSD,2026-01-30 19:17:00+08:00,2026-01-30 19:22:00+08:00,bull,2320.0,6,6,3,Double
XAUUSD,2026-01-30 19:23:00+08:00,2026-01-30 19:29:00+08:00,bear,3691.0,7,7,3,Double
XAUUSD,2026-01-30 19:30:00+08:00,2026-01-30 19:36:00+08:00,bull,4303.0,7,7,3,Double
XAUUSD,2026-01-30 19:37:00+08:00,2026-01-30 19:51:00+08:00,bear,11333.0,15,15,2,Double
XAUUSD,2026-01-30 19:52:00+08:00,2026-01-30 20:04:00+08:00,bull,9249.0,13,13,3,Double
XAUUSD,2026-01-30 20:05:00+08:00,2026-01-30 20:10:00+08:00,bear,3633.0,6,6,3,Double
XAUUSD,2026-01-30 20:11:00+08:00,2026-01-30 20:21:00+08:00,bull,4728.0,11,11,3,Double
XAUUSD,2026-01-30 20:22:00+08:00,2026-01-30 20:25:00+08:00,bear,2461.0,4,4,3,Double
XAUUSD,2026-01-30 20:26:00+08:00,2026-01-30 20:33:00+08:00,bull,2435.0,8,8,3,Double
XAUUSD,2026-01-30 20:34:00+08:00,2026-01-30 20:40:00+08:00,bull,2663.0,7,7,3,Double
XAUUSD,2026-01-30 20:41:00+08:00,2026-01-30 20:49:00+08:00,bull,2304.0,9,9,3,Double
XAUUSD,2026-01-30 20:50:00+08:00,2026-01-30 20:55:00+08:00,bull,2220.0,6,6,3,Double
XAUUSD,2026-01-30 20:56:00+08:00,2026-01-30 21:02:00+08:00,bull,3634.0,7,7,3,Double
XAUUSD,2026-01-30 21:03:00+08:00,2026-01-30 21:07:00+08:00,bear,2570.0,5,5,3,Double
XAUUSD,2026-01-30 21:08:00+08:00,2026-01-30 21:12:00+08:00,bull,1489.0,5,5,3,Double
XAUUSD,2026-01-30 21:13:00+08:00,2026-01-30 21:17:00+08:00,bull,1200.0,5,5,3,Double
XAUUSD,2026-01-30 21:18:00+08:00,2026-01-30 21:21:00+08:00,bear,1786.0,4,4,3,Double
XAUUSD,2026-01-30 21:22:00+08:00,2026-01-30 21:28:00+08:00,bear,2442.0,7,7,3,Double
XAUUSD,2026-01-30 21:29:00+08:00,2026-01-30 21:32:00+08:00,bull,1463.0,4,4,1,Single
XAUUSD,2026-01-30 21:33:00+08:00,2026-01-30 21:37:00+08:00,bull,901.0,5,5,3,Double
XAUUSD,2026-01-30 21:38:00+08:00,2026-01-30 21:43:00+08:00,bull,1132.0,6,6,1,Single
XAUUSD,2026-01-30 21:44:00+08:00,2026-01-30 21:50:00+08:00,bear,4624.0,7,7,3,Double
XAUUSD,2026-01-30 21:51:00+08:00,2026-01-30 21:55:00+08:00,bear,3550.0,5,5,3,Double
XAUUSD,2026-01-30 21:56:00+08:00,2026-01-30 22:03:00+08:00,bull,2020.0,8,8,3,Double
XAUUSD,2026-01-30 22:04:00+08:00,2026-01-30 22:12:00+08:00,bear,1562.0,9,9,3,Double
XAUUSD,2026-01-30 22:13:00+08:00,2026-01-30 22:21:00+08:00,bear,2521.0,9,9,2,Double
XAUUSD,2026-01-30 22:22:00+08:00,2026-01-30 22:25:00+08:00,bull,1356.0,4,4,3,Double
XAUUSD,2026-01-30 22:27:00+08:00,2026-01-30 22:30:00+08:00,bear,1911.0,4,4,3,Double
XAUUSD,2026-01-30 22:31:00+08:00,2026-01-30 22:35:00+08:00,bull,2169.0,5,5,3,Double
XAUUSD,2026-01-30 22:36:00+08:00,2026-01-30 22:41:00+08:00,bear,1815.0,6,6,3,Double
XAUUSD,2026-01-30 22:42:00+08:00,2026-01-30 22:46:00+08:00,bull,4088.0,5,5,3,Double
XAUUSD,2026-01-30 22:47:00+08:00,2026-01-30 22:53:00+08:00,bear,3369.0,7,7,3,Double
XAUUSD,2026-01-30 22:54:00+08:00,2026-01-30 22:58:00+08:00,bull,2597.0,5,5,3,Double
XAUUSD,2026-01-30 22:59:00+08:00,2026-01-30 23:04:00+08:00,bear,4530.0,6,6,3,Double
XAUUSD,2026-01-30 23:05:00+08:00,2026-01-30 23:12:00+08:00,bear,2712.0,8,8,3,Double
XAUUSD,2026-01-30 23:13:00+08:00,2026-01-30 23:26:00+08:00,bear,7970.0,14,14,3,Double
XAUUSD,2026-01-30 23:28:00+08:00,2026-01-30 23:32:00+08:00,bull,2622.0,5,5,3,Double
XAUUSD,2026-01-30 23:33:00+08:00,2026-01-30 23:39:00+08:00,bull,2247.0,7,7,1,Single
XAUUSD,2026-01-30 23:40:00+08:00,2026-01-30 23:48:00+08:00,bear,4219.0,9,9,3,Double
XAUUSD,2026-01-30 23:49:00+08:00,2026-01-30 23:54:00+08:00,bear,2556.0,6,6,3,Double
XAUUSD,2026-01-30 23:55:00+08:00,2026-01-31 00:06:00+08:00,bull,7209.0,12,12,3,Double
XAUUSD,2026-01-31 00:07:00+08:00,2026-01-31 00:15:00+08:00,bear,1962.0,9,9,3,Double
XAUUSD,2026-01-31 00:16:00+08:00,2026-01-31 00:20:00+08:00,bull,1923.0,5,5,3,Double
XAUUSD,2026-01-31 00:21:00+08:00,2026-01-31 00:26:00+08:00,bull,3486.0,6,6,3,Double
XAUUSD,2026-01-31 00:27:00+08:00,2026-01-31 00:36:00+08:00,bull,5681.0,10,10,3,Double
XAUUSD,2026-01-31 00:37:00+08:00,2026-01-31 00:42:00+08:00,bull,2911.0,6,6,3,Double
XAUUSD,2026-01-31 00:43:00+08:00,2026-01-31 00:47:00+08:00,bull,2252.0,5,5,1,Single
XAUUSD,2026-01-31 00:48:00+08:00,2026-01-31 00:53:00+08:00,bull,3108.0,6,6,3,Double
XAUUSD,2026-01-31 00:54:00+08:00,2026-01-31 01:05:00+08:00,bear,8805.0,12,12,3,Double
XAUUSD,2026-01-31 01:06:00+08:00,2026-01-31 01:14:00+08:00,bull,6344.0,9,9,3,Double
XAUUSD,2026-01-31 01:15:00+08:00,2026-01-31 01:24:00+08:00,bull,3322.0,10,10,3,Double
XAUUSD,2026-01-31 01:25:00+08:00,2026-01-31 01:30:00+08:00,bear,2157.0,6,6,3,Double
XAUUSD,2026-01-31 01:31:00+08:00,2026-01-31 01:37:00+08:00,bear,2920.0,7,7,3,Double
XAUUSD,2026-01-31 01:38:00+08:00,2026-01-31 01:43:00+08:00,bear,2249.0,6,6,3,Double
XAUUSD,2026-01-31 01:44:00+08:00,2026-01-31 01:48:00+08:00,bear,1939.0,5,5,3,Double
XAUUSD,2026-01-31 01:49:00+08:00,2026-01-31 01:54:00+08:00,bull,3524.0,6,6,3,Double
XAUUSD,2026-01-31 01:55:00+08:00,2026-01-31 02:00:00+08:00,bull,1682.0,6,6,3,Double
XAUUSD,2026-01-31 02:01:00+08:00,2026-01-31 02:08:00+08:00,bear,2899.0,8,8,3,Double
XAUUSD,2026-01-31 02:09:00+08:00,2026-01-31 02:16:00+08:00,bull,1909.0,8,8,3,Double
XAUUSD,2026-01-31 02:17:00+08:00,2026-01-31 02:22:00+08:00,bear,3150.0,6,6,3,Double
XAUUSD,2026-01-31 02:24:00+08:00,2026-01-31 02:30:00+08:00,bear,2418.0,7,7,3,Double
XAUUSD,2026-01-31 02:31:00+08:00,2026-01-31 02:35:00+08:00,bull,5126.0,5,5,3,Double
XAUUSD,2026-01-31 02:36:00+08:00,2026-01-31 02:40:00+08:00,bear,3603.0,5,5,3,Double
XAUUSD,2026-01-31 02:42:00+08:00,2026-01-31 02:48:00+08:00,bull,3560.0,7,7,3,Double
XAUUSD,2026-01-31 02:49:00+08:00,2026-01-31 02:55:00+08:00,bear,4893.0,7,7,2,Double
XAUUSD,2026-01-31 02:57:00+08:00,2026-01-31 03:03:00+08:00,bull,1993.0,7,7,3,Double
XAUUSD,2026-01-31 03:04:00+08:00,2026-01-31 03:15:00+08:00,bear,7981.0,12,12,3,Double
XAUUSD,2026-01-31 03:16:00+08:00,2026-01-31 03:24:00+08:00,bull,3786.0,9,9,3,Double
XAUUSD,2026-01-31 03:25:00+08:00,2026-01-31 03:30:00+08:00,bull,2988.0,6,6,3,Double
XAUUSD,2026-01-31 03:31:00+08:00,2026-01-31 03:40:00+08:00,bear,3099.0,10,10,3,Double
XAUUSD,2026-01-31 03:41:00+08:00,2026-01-31 03:48:00+08:00,bull,6165.0,8,8,3,Double
XAUUSD,2026-01-31 03:49:00+08:00,2026-01-31 03:59:00+08:00,bear,7129.0,11,11,3,Double
XAUUSD,2026-01-31 04:00:00+08:00,2026-01-31 04:06:00+08:00,bull,4149.0,7,7,3,Double
XAUUSD,2026-01-31 04:07:00+08:00,2026-01-31 04:23:00+08:00,bear,15651.0,17,17,3,Double
XAUUSD,2026-01-31 04:24:00+08:00,2026-01-31 04:29:00+08:00,bear,6332.0,6,6,3,Double
XAUUSD,2026-01-31 04:30:00+08:00,2026-01-31 04:40:00+08:00,bear,9129.0,11,11,3,Double
XAUUSD,2026-01-31 04:41:00+08:00,2026-01-31 04:51:00+08:00,bull,14027.0,11,11,0,None
XAUUSD,2026-01-31 04:52:00+08:00,2026-01-31 04:55:00+08:00,bear,5975.0,4,4,3,Double
XAUUSD,2026-01-31 04:56:00+08:00,2026-01-31 04:59:00+08:00,bull,3292.0,4,4,1,Single
XAUUSD,2026-01-31 05:00:00+08:00,2026-01-31 05:06:00+08:00,bull,3837.0,7,7,3,Double
XAUUSD,2026-01-31 05:07:00+08:00,2026-01-31 05:12:00+08:00,bear,3687.0,6,6,3,Double
XAUUSD,2026-01-31 05:13:00+08:00,2026-01-31 05:17:00+08:00,bear,2145.0,5,5,3,Double
XAUUSD,2026-01-31 05:18:00+08:00,2026-01-31 05:24:00+08:00,bear,5268.0,7,7,3,Double
XAUUSD,2026-01-31 05:25:00+08:00,2026-01-31 05:31:00+08:00,bull,3579.0,7,7,3,Double
XAUUSD,2026-01-31 05:32:00+08:00,2026-01-31 05:36:00+08:00,bull,2600.0,5,5,3,Double
XAUUSD,2026-01-31 05:37:00+08:00,2026-01-31 05:41:00+08:00,bull,2892.0,5,5,3,Double
XAUUSD,2026-01-31 05:42:00+08:00,2026-01-31 05:49:00+08:00,bull,3076.0,8,8,3,Double
XAUUSD,2026-01-31 05:51:00+08:00,2026-01-31 05:58:00+08:00,bull,3129.0,8,8,3,Double
XAUUSD,2026-01-31 05:59:00+08:00,2026-01-31 06:09:00+08:00,bear,6284.0,11,11,3,Double
XAUUSD,2026-01-31 06:10:00+08:00,2026-01-31 06:17:00+08:00,bear,2204.0,8,8,3,Double
XAUUSD,2026-01-31 06:18:00+08:00,2026-01-31 06:26:00+08:00,bull,2555.0,9,9,3,Double
XAUUSD,2026-01-31 06:27:00+08:00,2026-01-31 06:34:00+08:00,bear,5151.0,8,8,3,Double
XAUUSD,2026-01-31 06:35:00+08:00,2026-01-31 06:42:00+08:00,bear,4169.0,8,8,3,Double
XAUUSD,2026-01-31 06:43:00+08:00,2026-01-31 06:48:00+08:00,bear,2847.0,6,6,3,Double
XAUUSD,2026-01-31 06:49:00+08:00,2026-01-31 06:56:00+08:00,bear,6318.0,8,8,1,Single
XAUUSD,2026-01-31 06:57:00+08:00,2026-01-31 07:04:00+08:00,bull,3467.0,8,8,3,Double
XAUUSD,2026-01-31 07:05:00+08:00,2026-01-31 07:10:00+08:00,bear,2921.0,6,6,3,Double
XAUUSD,2026-01-31 07:11:00+08:00,2026-01-31 07:17:00+08:00,bear,2255.0,7,7,3,Double
XAUUSD,2026-01-31 07:18:00+08:00,2026-01-31 07:21:00+08:00,bear,2806.0,4,4,3,Double
XAUUSD,2026-01-31 07:23:00+08:00,2026-01-31 07:31:00+08:00,bull,2767.0,9,9,2,Double
XAUUSD,2026-01-31 07:32:00+08:00,2026-01-31 07:36:00+08:00,bear,1266.0,5,5,3,Double
XAUUSD,2026-01-31 07:37:00+08:00,2026-01-31 07:42:00+08:00,bear,2466.0,6,6,2,Double
XAUUSD,2026-01-31 07:43:00+08:00,2026-01-31 07:56:00+08:00,bull,4156.0,14,14,2,Double
XAUUSD,2026-01-31 07:57:00+08:00,2026-01-31 07:59:00+08:00,bull,1149.0,3,3,0,None
XAUUSD,2026-02-02 09:01:00+08:00,2026-02-02 09:05:00+08:00,bull,8769.0,5,5,3,Double
XAUUSD,2026-02-02 09:06:00+08:00,2026-02-02 09:13:00+08:00,bear,11213.0,8,8,3,Double
XAUUSD,2026-02-02 09:14:00+08:00,2026-02-02 09:21:00+08:00,bear,7134.0,8,8,2,Double
XAUUSD,2026-02-02 09:22:00+08:00,2026-02-02 09:30:00+08:00,bull,2726.0,9,9,3,Double
XAUUSD,2026-02-02 09:31:00+08:00,2026-02-02 09:39:00+08:00,bull,6711.0,9,9,1,Single
XAUUSD,2026-02-02 09:40:00+08:00,2026-02-02 09:45:00+08:00,bull,6017.0,6,6,3,Double
